accountId,customerId,organizationId,organizationName,transactionId,completedAuthorisedPaymentType,creditDebitType,transactionName,type,amount,transactionCurrency,transactionDate,partieCnpjCpf,partiePersonType,partieCompeCode,partieBranchCode,partieNumber,partieCheckDigit
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,8cf2e068-97d8-4487-bf87-f8563b01c70f,TRANSACAO_EFETIVADA,CREDITO,Decoração,DOC,507.4,BRL,2021-04-18,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,ed451f50-72c9-4438-8e6b-810182a31865,TRANSACAO_EFETIVADA,CREDITO,Restaurante,PIX,20.17,BRL,2021-09-21,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,e00abcae-644d-4556-881d-0a1bb6431056,TRANSACAO_EFETIVADA,CREDITO,Telefone,CONVENIO_ARRECADACAO,139.99,BRL,2021-10-27,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,7b69f305-d2d2-4d6d-9d14-47656c1aea93,TRANSACAO_EFETIVADA,CREDITO,Telefone,CONVENIO_ARRECADACAO,116.88,BRL,2021-09-08,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,80a36222-2c9d-41e8-b62f-b12123c83ed3,TRANSACAO_EFETIVADA,CREDITO,Telefone,CONVENIO_ARRECADACAO,294.7,BRL,2021-11-25,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,760f8bcd-7e6f-48b4-8d0b-6ab6f8331792,TRANSACAO_EFETIVADA,CREDITO,Gás,CONVENIO_ARRECADACAO,198.96,BRL,2021-06-17,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,919fe3b1-2ec9-4746-92bc-b5fde4de4ec1,TRANSACAO_EFETIVADA,CREDITO,Roupas,BOLETO,526.01,BRL,2021-08-08,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,d61699f1-33bf-455b-8717-ae127fce23e9,TRANSACAO_EFETIVADA,CREDITO,Supermercado,TED,418.75,BRL,2021-07-15,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,e0a223a7-1d56-48d6-ae71-43f528dec1db,TRANSACAO_EFETIVADA,CREDITO,Telefone,CONVENIO_ARRECADACAO,184.96,BRL,2021-05-29,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,7452e3ad-5bde-4d52-ab4f-0a9e685888ae,TRANSACAO_EFETIVADA,CREDITO,IPTU,BOLETO,338.28,BRL,2021-09-26,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,09a8125a-191d-400f-90c4-e8c0fe4396de,TRANSACAO_EFETIVADA,CREDITO,Shopping,BOLETO,8749.61,BRL,2021-09-08,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,2849f8e6-12ea-462b-aeb7-79af8d639a74,TRANSACAO_EFETIVADA,CREDITO,Manutenção,DOC,717.05,BRL,2021-07-20,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,d6970e7c-3180-4c65-997b-25e868f7ba57,TRANSACAO_EFETIVADA,CREDITO,Supermercado,PIX,740.74,BRL,2021-02-21,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,d94eb685-6f96-416e-9ceb-c6c025aa8558,TRANSACAO_EFETIVADA,CREDITO,Supermercado,DOC,531.63,BRL,2021-08-05,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,42a0472e-e802-413e-8f48-3507e8c539be,TRANSACAO_EFETIVADA,CREDITO,Gás,CONVENIO_ARRECADACAO,86.07,BRL,2021-10-06,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,ae556cda-9486-4d12-b4e8-157025f59052,TRANSACAO_EFETIVADA,CREDITO,Combustível,DOC,172.61,BRL,2021-04-04,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,eea55ded-7054-4308-affd-940ba693fb7a,TRANSACAO_EFETIVADA,CREDITO,Alimentação,PIX,949.57,BRL,2021-09-15,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,2bc84759-6b3a-4bc9-a069-b3a0bff13414,TRANSACAO_EFETIVADA,CREDITO,IPTU,TED,365.9,BRL,2021-11-28,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,f4c07dc1-e660-4da2-bbcb-2c4026e980b0,TRANSACAO_EFETIVADA,CREDITO,Viagem,TED,2755.56,BRL,2021-07-21,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,57db182f-ab70-421c-b481-fde99fca56ea,TRANSACAO_EFETIVADA,CREDITO,Educação,PIX,927.09,BRL,2021-07-06,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,3d7956be-cf28-40b8-baf3-5b7824f99c61,TRANSACAO_EFETIVADA,CREDITO,Lanche,TED,12.95,BRL,2021-08-04,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,74331ccf-b597-4079-be5e-67064ed566ba,TRANSACAO_EFETIVADA,CREDITO,Pedágio,OUTROS,42.9,BRL,2021-04-10,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,be76eab0-25a6-4d7c-bac8-53616321416a,TRANSACAO_EFETIVADA,CREDITO,Saúde,BOLETO,1339.89,BRL,2021-11-15,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,f266725c-4583-4ca7-9ee1-2e0977ea2d0a,TRANSACAO_EFETIVADA,CREDITO,Taxi,OUTROS,13.27,BRL,2021-06-02,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,f5d22bcd-a78f-467b-b76a-e5348a8bb2ba,TRANSACAO_EFETIVADA,CREDITO,Limpeza,TED,269.41,BRL,2021-09-06,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,0e1ece84-90f5-4fa7-96b6-839bcb435b89,TRANSACAO_EFETIVADA,CREDITO,Luz,CONVENIO_ARRECADACAO,244.78,BRL,2021-02-03,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,bea61ecf-4a16-477c-801e-1a69c73b11d0,TRANSACAO_EFETIVADA,CREDITO,Agua,CONVENIO_ARRECADACAO,227.65,BRL,2021-07-05,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,7c697d77-8d68-42dd-9194-0d154d5b7413,TRANSACAO_EFETIVADA,CREDITO,Luz,CONVENIO_ARRECADACAO,378.63,BRL,2021-02-24,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,fd674e63-4d95-4f9d-a95b-26f10fdcc8be,TRANSACAO_EFETIVADA,CREDITO,Eletrônicos,OUTROS,1956.2,BRL,2021-05-19,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,d33877a9-5555-4a34-9de7-34b2a135c5ff,TRANSACAO_EFETIVADA,CREDITO,Educação,TED,689.88,BRL,2021-06-04,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,bd6d57cb-72b2-4d09-bf28-a9ade0ba556b,TRANSACAO_EFETIVADA,CREDITO,Tv por assinatura,PIX,279.73,BRL,2021-06-03,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,2efd1504-476c-4e1c-9d97-1ba7314c69f1,TRANSACAO_EFETIVADA,CREDITO,Luz,CONVENIO_ARRECADACAO,259.48,BRL,2021-10-28,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,b866634d-d0ed-46ce-9adb-a3a7d4e7de86,TRANSACAO_EFETIVADA,CREDITO,IPTU,TED,119.71,BRL,2021-10-22,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,bf852d60-6abe-493f-acdf-3f55d0510e99,TRANSACAO_EFETIVADA,CREDITO,IPVA,BOLETO,3025.24,BRL,2021-08-03,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,dd95a587-5aba-4ac6-8f6f-796d69f73604,TRANSACAO_EFETIVADA,CREDITO,Gás,CONVENIO_ARRECADACAO,129.12,BRL,2021-10-27,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,ca6c51f4-3713-4759-adbe-0e7899f8b567,TRANSACAO_EFETIVADA,CREDITO,Supermercado,DOC,858.58,BRL,2021-11-21,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,750ce89b-b2eb-4a31-8467-5c7baeda5730,TRANSACAO_EFETIVADA,CREDITO,Aplicativo de Transporte,OUTROS,56.61,BRL,2021-03-06,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,419c37e2-59eb-4663-adf6-045fd56e1c2a,TRANSACAO_EFETIVADA,CREDITO,Eletrônicos,TED,2650.75,BRL,2021-04-28,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,d5838b5b-bf56-4598-b066-010067bdb9ce,TRANSACAO_EFETIVADA,CREDITO,Passeio,DOC,160.3,BRL,2021-06-09,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,04cc2829-056a-4fd1-b865-93a046044a40,TRANSACAO_EFETIVADA,CREDITO,Passagem de ônibus,OUTROS,13.68,BRL,2021-11-29,NA,PESSOA_NATURAL,NA,NA,NA,0
