contractId,customerId,organizationId,organizationName,paidInstalments,contractOutstandingBalance,releases/0/isOverParcelPayment,releases/0/instalmentId,releases/0/paidDate,releases/0/currency,releases/0/paidAmount,releases/0/overParcel/fees/0/feeName,releases/0/overParcel/fees/0/feeCode,releases/0/overParcel/fees/0/feeAmount,releases/0/overParcel/charges/0/chargeType,releases/0/overParcel/charges/0/chargeAdditionalInfo,releases/0/overParcel/charges/0/chargeAmount,releases/1/isOverParcelPayment,releases/1/instalmentId,releases/1/paidDate,releases/1/currency,releases/1/paidAmount,releases/1/overParcel/fees/0/feeName,releases/1/overParcel/fees/0/feeCode,releases/1/overParcel/fees/0/feeAmount,releases/1/overParcel/charges/0/chargeType,releases/1/overParcel/charges/0/chargeAdditionalInfo,releases/1/overParcel/charges/0/chargeAmount,releases/2/isOverParcelPayment,releases/2/instalmentId,releases/2/paidDate,releases/2/currency,releases/2/paidAmount,releases/2/overParcel/fees/0/feeName,releases/2/overParcel/fees/0/feeCode,releases/2/overParcel/fees/0/feeAmount,releases/2/overParcel/charges/0/chargeType,releases/2/overParcel/charges/0/chargeAdditionalInfo,releases/2/overParcel/charges/0/chargeAmount,releases/3/isOverParcelPayment,releases/3/instalmentId,releases/3/paidDate,releases/3/currency,releases/3/paidAmount,releases/3/overParcel/fees/0/feeName,releases/3/overParcel/fees/0/feeCode,releases/3/overParcel/fees/0/feeAmount,releases/3/overParcel/charges/0/chargeType,releases/3/overParcel/charges/0/chargeAdditionalInfo,releases/3/overParcel/charges/0/chargeAmount,releases/4/isOverParcelPayment,releases/4/instalmentId,releases/4/paidDate,releases/4/currency,releases/4/paidAmount,releases/4/overParcel/fees/0/feeName,releases/4/overParcel/fees/0/feeCode,releases/4/overParcel/fees/0/feeAmount,releases/4/overParcel/charges/0/chargeType,releases/4/overParcel/charges/0/chargeAdditionalInfo,releases/4/overParcel/charges/0/chargeAmount,releases/5/isOverParcelPayment,releases/5/instalmentId,releases/5/paidDate,releases/5/currency,releases/5/paidAmount,releases/5/overParcel/fees/0/feeName,releases/5/overParcel/fees/0/feeCode,releases/5/overParcel/fees/0/feeAmount,releases/5/overParcel/charges/0/chargeType,releases/5/overParcel/charges/0/chargeAdditionalInfo,releases/5/overParcel/charges/0/chargeAmount,releases/6/isOverParcelPayment,releases/6/instalmentId,releases/6/paidDate,releases/6/currency,releases/6/paidAmount,releases/6/overParcel/fees/0/feeName,releases/6/overParcel/fees/0/feeCode,releases/6/overParcel/fees/0/feeAmount,releases/6/overParcel/charges/0/chargeType,releases/6/overParcel/charges/0/chargeAdditionalInfo,releases/6/overParcel/charges/0/chargeAmount,releases/7/isOverParcelPayment,releases/7/instalmentId,releases/7/paidDate,releases/7/currency,releases/7/paidAmount,releases/7/overParcel/fees/0/feeName,releases/7/overParcel/fees/0/feeCode,releases/7/overParcel/fees/0/feeAmount,releases/7/overParcel/charges/0/chargeType,releases/7/overParcel/charges/0/chargeAdditionalInfo,releases/7/overParcel/charges/0/chargeAmount,releases/8/isOverParcelPayment,releases/8/instalmentId,releases/8/paidDate,releases/8/currency,releases/8/paidAmount,releases/8/overParcel/fees/0/feeName,releases/8/overParcel/fees/0/feeCode,releases/8/overParcel/fees/0/feeAmount,releases/8/overParcel/charges/0/chargeType,releases/8/overParcel/charges/0/chargeAdditionalInfo,releases/8/overParcel/charges/0/chargeAmount,releases/9/isOverParcelPayment,releases/9/instalmentId,releases/9/paidDate,releases/9/currency,releases/9/paidAmount,releases/9/overParcel/fees/0/feeName,releases/9/overParcel/fees/0/feeCode,releases/9/overParcel/fees/0/feeAmount,releases/9/overParcel/charges/0/chargeType,releases/9/overParcel/charges/0/chargeAdditionalInfo,releases/9/overParcel/charges/0/chargeAmount,releases/10/isOverParcelPayment,releases/10/instalmentId,releases/10/paidDate,releases/10/currency,releases/10/paidAmount,releases/10/overParcel/fees/0/feeName,releases/10/overParcel/fees/0/feeCode,releases/10/overParcel/fees/0/feeAmount,releases/10/overParcel/charges/0/chargeType,releases/10/overParcel/charges/0/chargeAdditionalInfo,releases/10/overParcel/charges/0/chargeAmount,releases/11/isOverParcelPayment,releases/11/instalmentId,releases/11/paidDate,releases/11/currency,releases/11/paidAmount,releases/11/overParcel/fees/0/feeName,releases/11/overParcel/fees/0/feeCode,releases/11/overParcel/fees/0/feeAmount,releases/11/overParcel/charges/0/chargeType,releases/11/overParcel/charges/0/chargeAdditionalInfo,releases/11/overParcel/charges/0/chargeAmount
99aaa225-8bb9-4384-bda3-07af9daa390b,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,15,28577.7,true,17e8b650-fbca-404b-83a0-1fcfb7222125,2021-11-08,BRL,588.0185185185185,NA,NA,0,SEM_ENCARGO,NA,0,true,6f24f2dd-a19f-4a6d-9067-b2d627274cb8,2021-12-08,BRL,588.0185185185185,NA,NA,0,SEM_ENCARGO,NA,0,true,44fb945b-b2d9-4c21-85c1-4e3ba8706854,2022-01-08,BRL,588.0185185185185,NA,NA,0,SEM_ENCARGO,NA,0,true,b83e38cc-8e79-474c-8715-89822c7ec6b0,2022-02-08,BRL,588.0185185185185,NA,NA,0,SEM_ENCARGO,NA,0,true,fe48ad5a-e21e-4b73-a52c-f6f7460f3012,2022-03-08,BRL,588.0185185185185,NA,NA,0,SEM_ENCARGO,NA,0,true,195c4441-480e-4858-a0b2-9d7b2fdb6750,2022-04-08,BRL,588.0185185185185,NA,NA,0,SEM_ENCARGO,NA,0,true,4c42eecc-ed08-4895-91ed-ff0ad76c6260,2022-05-08,BRL,588.0185185185185,NA,NA,0,SEM_ENCARGO,NA,0,true,e1c5d7e4-9412-49a0-85e0-f4721dae4df3,2022-06-08,BRL,588.0185185185185,NA,NA,0,SEM_ENCARGO,NA,0,true,57babcf2-cc3d-417e-b227-d685384e55a4,2022-07-08,BRL,588.0185185185185,NA,NA,0,SEM_ENCARGO,NA,0,true,d694ca01-14c9-4035-bd4f-0c858541734e,2022-08-08,BRL,588.0185185185185,NA,NA,0,SEM_ENCARGO,NA,0,true,746f6359-fcae-4454-97c0-71b0f0af2b56,2022-09-08,BRL,588.0185185185185,NA,NA,0,SEM_ENCARGO,NA,0,true,58b0b84f-9370-467c-9a7b-968a937a5464,2022-10-08,BRL,588.0185185185185,NA,NA,0,SEM_ENCARGO,NA,0
2bdc8dc9-7700-4795-93e5-ca92b494928e,793.879.991-03,d3d2b0d5-903a-4f9f-b793-c139490d5ca7,Instituição Financeira 09,27,44275.05,true,ba8250c4-d9f6-41f0-8d7e-2f7e1c3df93f,2021-10-31,BRL,946.0480769230769,NA,NA,0,SEM_ENCARGO,NA,0,true,a3ad31f8-54e6-4787-88b9-1eacd7316b90,2021-12-01,BRL,946.0480769230769,NA,NA,0,SEM_ENCARGO,NA,0,true,a7fb98f2-0267-4c9b-a2a2-9d18a6d3f675,2021-12-31,BRL,946.0480769230769,NA,NA,0,SEM_ENCARGO,NA,0,true,840aa0aa-0ee8-46f2-b0e6-a6589544b6c4,2022-01-31,BRL,946.0480769230769,NA,NA,0,SEM_ENCARGO,NA,0,true,b4885f92-0b93-4b6c-a1da-770494bf12bc,2022-03-03,BRL,946.0480769230769,NA,NA,0,SEM_ENCARGO,NA,0,true,1aa605a8-53c1-4c5b-afed-973c904fb165,2022-03-31,BRL,946.0480769230769,NA,NA,0,SEM_ENCARGO,NA,0,true,d207716f-8d00-4e9c-b877-c08a221c0b96,2022-05-01,BRL,946.0480769230769,NA,NA,0,SEM_ENCARGO,NA,0,true,4c8faa7e-340f-4e17-8b6a-d538988f2357,2022-05-31,BRL,946.0480769230769,NA,NA,0,SEM_ENCARGO,NA,0,true,e1985e86-cfd5-4107-a015-a25e2063ae8c,2022-07-01,BRL,946.0480769230769,NA,NA,0,SEM_ENCARGO,NA,0,true,023c5d24-50e6-4a3a-a420-39e139ab6bad,2022-07-31,BRL,946.0480769230769,NA,NA,0,SEM_ENCARGO,NA,0,true,e3d1b61c-507e-44db-bcbb-ad07545d76bb,2022-08-31,BRL,946.0480769230769,NA,NA,0,SEM_ENCARGO,NA,0,true,37c36021-cd54-4210-869d-ec04f5854380,2022-10-01,BRL,946.0480769230769,NA,NA,0,SEM_ENCARGO,NA,0
5abd62d5-9d11-4bb1-a4bd-8fb4fd8ecf17,927.518.283-33,69665991-da55-4aac-a1f2-32d23daba8fe,Instituição Financeira 03,10,43487.127,true,f318506d-53f7-4fbd-990b-9ea0e78964d7,2021-05-01,BRL,2842.295882352941,NA,NA,0,SEM_ENCARGO,NA,0,true,30080dcd-2c61-4fd6-8cb8-cb68dc438b81,2021-06-01,BRL,2842.295882352941,NA,NA,0,SEM_ENCARGO,NA,0,true,7cac3e76-22ec-42a1-a875-17f36baa911f,2021-07-01,BRL,2842.295882352941,NA,NA,0,SEM_ENCARGO,NA,0,true,4f1a16cb-50b8-48a3-a897-359901db10fe,2021-08-01,BRL,2842.295882352941,NA,NA,0,SEM_ENCARGO,NA,0,true,b25a5b53-9dae-44a8-b535-80659d6a0468,2021-09-01,BRL,2842.295882352941,NA,NA,0,SEM_ENCARGO,NA,0,true,8b9e61e8-8369-4890-9bbf-d029128baa05,2021-10-01,BRL,2842.295882352941,NA,NA,0,SEM_ENCARGO,NA,0,true,5310084b-61bb-4350-82da-1f33b0be6901,2021-11-01,BRL,2842.295882352941,NA,NA,0,SEM_ENCARGO,NA,0,true,54eabf28-0ab7-46f6-b552-ab2332d6a202,2021-12-01,BRL,2842.295882352941,NA,NA,0,SEM_ENCARGO,NA,0,true,44e6af36-3760-41ab-9671-da8c467d182a,2022-01-01,BRL,2842.295882352941,NA,NA,0,SEM_ENCARGO,NA,0,true,8fe232a1-399b-4536-84f6-480ace5d27e8,2022-02-01,BRL,2842.295882352941,NA,NA,0,SEM_ENCARGO,NA,0,,,,,,,,,,,,,,,,,,,,,,
641e2562-2a55-4ade-9190-938022eeb667,181.742.477-09,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,5,29298.033,true,bb698dda-4648-4d9f-9603-08937e17ef63,2021-11-21,BRL,1356.3904166666666,NA,NA,0,SEM_ENCARGO,NA,0,true,6c77624f-27cb-47e7-bcfb-883fc278b791,2021-12-21,BRL,1356.3904166666666,NA,NA,0,SEM_ENCARGO,NA,0,true,4442ec0d-51c9-491c-a5d0-163b4a8701f7,2022-01-21,BRL,1356.3904166666666,NA,NA,0,SEM_ENCARGO,NA,0,true,02c383d6-05bf-4c55-8364-8cf48264ff70,2022-02-21,BRL,1356.3904166666666,NA,NA,0,SEM_ENCARGO,NA,0,true,21c351d1-3d2d-4dce-b03f-6b1104c1aa69,2022-03-21,BRL,1356.3904166666666,NA,NA,0,SEM_ENCARGO,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880288d8-12e0-4a65-baec-a219b871d92f,233.845.513-06,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,9,12487.77,true,eb474edf-0ef7-42da-9db4-3c223e8d5b79,2021-09-23,BRL,578.1374999999999,NA,NA,0,SEM_ENCARGO,NA,0,true,991cbf01-45aa-4f96-897f-496cc706340b,2021-10-23,BRL,578.1374999999999,NA,NA,0,SEM_ENCARGO,NA,0,true,3c0e0aa7-9a6c-4ada-8ae3-68403cb9da2d,2021-11-23,BRL,578.1374999999999,NA,NA,0,SEM_ENCARGO,NA,0,true,81b659d2-9b1c-4c5a-8e47-2e57fa9d827c,2021-12-23,BRL,578.1374999999999,NA,NA,0,SEM_ENCARGO,NA,0,true,e675d2df-a584-4c82-ae53-6341216d659c,2022-01-23,BRL,578.1374999999999,NA,NA,0,SEM_ENCARGO,NA,0,true,c9908d31-ee80-43eb-9bfc-74b607dabd89,2022-02-23,BRL,578.1374999999999,NA,NA,0,SEM_ENCARGO,NA,0,true,07a7f2b9-2d34-4023-95f1-b8248df1e9e8,2022-03-23,BRL,578.1374999999999,NA,NA,0,SEM_ENCARGO,NA,0,true,0dfaf6ca-5c16-4a23-b471-ee0cd4c4e75d,2022-04-23,BRL,578.1374999999999,NA,NA,0,SEM_ENCARGO,NA,0,true,5f6fe435-9b0c-4861-b43f-299e00d4b41b,2022-05-23,BRL,578.1374999999999,NA,NA,0,SEM_ENCARGO,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43fd5e3a-e016-4c96-8df2-52e78b2363e9,199.647.034-21,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,1,11464.92,true,5d99ef63-82ea-466a-bd62-5c79b91c81cf,2021-11-01,BRL,1061.5666666666666,NA,NA,0,SEM_ENCARGO,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e2bafb1-5bed-449d-8325-613f1a202760,506.244.470-74,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,17,16974.171,true,0b6a3cee-f790-4ff4-88c7-430d09289303,2021-08-08,BRL,754.4076,NA,NA,0,SEM_ENCARGO,NA,0,true,25e34be9-7f44-4522-b331-fa558b0955e4,2021-09-08,BRL,754.4076,NA,NA,0,SEM_ENCARGO,NA,0,true,facf3852-5496-49dc-bd69-4ebe720f5277,2021-10-08,BRL,754.4076,NA,NA,0,SEM_ENCARGO,NA,0,true,ca446e2e-4cd7-4f2d-8590-0eb559ab4d59,2021-11-08,BRL,754.4076,NA,NA,0,SEM_ENCARGO,NA,0,true,fec86574-c986-4c3b-93e7-74df6801946d,2021-12-08,BRL,754.4076,NA,NA,0,SEM_ENCARGO,NA,0,true,19e2cc61-75ba-4cec-9868-1238354432a8,2022-01-08,BRL,754.4076,NA,NA,0,SEM_ENCARGO,NA,0,true,d143e29d-8866-491a-b416-469f5d6035d8,2022-02-08,BRL,754.4076,NA,NA,0,SEM_ENCARGO,NA,0,true,404dfa53-e086-4041-979a-f2e6147dc3bc,2022-03-08,BRL,754.4076,NA,NA,0,SEM_ENCARGO,NA,0,true,1a136439-5de1-44f4-ae6b-c258a2dfb96f,2022-04-08,BRL,754.4076,NA,NA,0,SEM_ENCARGO,NA,0,true,9e9ea14b-3e42-403f-b3e5-5556ef639360,2022-05-08,BRL,754.4076,NA,NA,0,SEM_ENCARGO,NA,0,true,c8baf777-2716-41c6-8004-cedbdfea06dc,2022-06-08,BRL,754.4076,NA,NA,0,SEM_ENCARGO,NA,0,true,e81a5fb2-f463-4b11-b561-c04d7c944bd8,2022-07-08,BRL,754.4076,NA,NA,0,SEM_ENCARGO,NA,0
6b10e5ea-e879-4887-88d4-faee68ad7414,759.458.206-07,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,12,37477.152,true,f11d41fa-0890-4deb-a2d9-37c0678a7a8c,2021-10-02,BRL,1665.6512,NA,NA,0,SEM_ENCARGO,NA,0,true,17988ffb-0788-4984-a6f5-bef9dfdf910e,2021-11-02,BRL,1665.6512,NA,NA,0,SEM_ENCARGO,NA,0,true,90be14fd-b635-4079-a84d-515413971822,2021-12-02,BRL,1665.6512,NA,NA,0,SEM_ENCARGO,NA,0,true,1a04f78d-cbf0-4af8-8fd8-44ce7e735303,2022-01-02,BRL,1665.6512,NA,NA,0,SEM_ENCARGO,NA,0,true,30985b2b-d2c0-4b40-88b6-02de21442829,2022-02-02,BRL,1665.6512,NA,NA,0,SEM_ENCARGO,NA,0,true,33387579-e15e-4813-a15e-445df709a1eb,2022-03-02,BRL,1665.6512,NA,NA,0,SEM_ENCARGO,NA,0,true,51478a83-e6e3-444b-b2bd-68b2930e38fd,2022-04-02,BRL,1665.6512,NA,NA,0,SEM_ENCARGO,NA,0,true,963e46aa-34dc-4878-8a3f-fcd91111da2f,2022-05-02,BRL,1665.6512,NA,NA,0,SEM_ENCARGO,NA,0,true,99a12938-91f2-48d1-a1eb-42a9c7d32c4a,2022-06-02,BRL,1665.6512,NA,NA,0,SEM_ENCARGO,NA,0,true,7fb18488-74e0-42fa-b991-47e048cce73b,2022-07-02,BRL,1665.6512,NA,NA,0,SEM_ENCARGO,NA,0,true,cdea0d13-0c2f-484f-9c02-ad28f0c81bca,2022-08-02,BRL,1665.6512,NA,NA,0,SEM_ENCARGO,NA,0,true,6ff15ddf-94ae-4c75-ae01-219ac57f45a4,2022-09-02,BRL,1665.6512,NA,NA,0,SEM_ENCARGO,NA,0
a9c220c6-0e66-4996-9df9-14464c949da2,781.636.757-89,a81729b5-ec71-4552-b4b1-26931c130154,Instituição Financeira 04,12,30991.266,true,a879ec97-ee8b-4903-bfc9-f7a2d9773442,2021-09-05,BRL,983.8497142857142,NA,NA,0,SEM_ENCARGO,NA,0,true,95ab3690-275f-411f-a069-02e997246495,2021-10-05,BRL,983.8497142857142,NA,NA,0,SEM_ENCARGO,NA,0,true,193854cb-f0e6-43e3-9a03-575489b93744,2021-11-05,BRL,983.8497142857142,NA,NA,0,SEM_ENCARGO,NA,0,true,63fdea11-581a-446b-a7d8-3073929e8c23,2021-12-05,BRL,983.8497142857142,NA,NA,0,SEM_ENCARGO,NA,0,true,6541bcdc-8fd8-4938-ab77-c3d20e17788a,2022-01-05,BRL,983.8497142857142,NA,NA,0,SEM_ENCARGO,NA,0,true,729ff49c-343d-46d3-8a67-d1773bd866c8,2022-02-05,BRL,983.8497142857142,NA,NA,0,SEM_ENCARGO,NA,0,true,9d2c175d-3570-4d8c-836f-eaf8d71262ae,2022-03-05,BRL,983.8497142857142,NA,NA,0,SEM_ENCARGO,NA,0,true,ea3141a2-f700-42ed-8844-0f28e6bb0828,2022-04-05,BRL,983.8497142857142,NA,NA,0,SEM_ENCARGO,NA,0,true,26c9c3dd-260f-4484-a06b-9c0a1c350434,2022-05-05,BRL,983.8497142857142,NA,NA,0,SEM_ENCARGO,NA,0,true,bfbad3e7-6028-4659-9196-4a8efb36be9b,2022-06-05,BRL,983.8497142857142,NA,NA,0,SEM_ENCARGO,NA,0,true,9facbbdd-c92e-4473-ad56-878843e32cf5,2022-07-05,BRL,983.8497142857142,NA,NA,0,SEM_ENCARGO,NA,0,true,22c024f2-cb35-4570-9f00-a637b40f1f79,2022-08-05,BRL,983.8497142857142,NA,NA,0,SEM_ENCARGO,NA,0
aea01b93-c9c4-4312-9fef-3137078c4f38,205.754.599-73,69665991-da55-4aac-a1f2-32d23daba8fe,Instituição Financeira 03,25,25709.859,true,27daa4ba-81bc-4fa6-91b6-7d32087e1cfb,2021-02-28,BRL,793.5141666666666,NA,NA,0,SEM_ENCARGO,NA,0,true,d5efe78a-1ada-493a-a0ef-222008db8b9c,2021-03-28,BRL,793.5141666666666,NA,NA,0,SEM_ENCARGO,NA,0,true,2c7ad54c-ada4-44db-b71e-8432153c364a,2021-04-28,BRL,793.5141666666666,NA,NA,0,SEM_ENCARGO,NA,0,true,1d5e0c94-69fc-41cf-91ba-db72d6cbc612,2021-05-28,BRL,793.5141666666666,NA,NA,0,SEM_ENCARGO,NA,0,true,04c71419-a80d-4214-b804-24d08cb307cf,2021-06-28,BRL,793.5141666666666,NA,NA,0,SEM_ENCARGO,NA,0,true,59e44bd8-6f09-46f1-8b89-d8fc5b780170,2021-07-28,BRL,793.5141666666666,NA,NA,0,SEM_ENCARGO,NA,0,true,fe1fd162-7a41-47c8-9fa2-5210ff5b7122,2021-08-28,BRL,793.5141666666666,NA,NA,0,SEM_ENCARGO,NA,0,true,a6bd8462-e0ac-4e12-b613-935130f9e087,2021-09-28,BRL,793.5141666666666,NA,NA,0,SEM_ENCARGO,NA,0,true,b3e7f1ac-7ae0-44ca-a9bc-a3fc07537be0,2021-10-28,BRL,793.5141666666666,NA,NA,0,SEM_ENCARGO,NA,0,true,4fecbdf8-2ea5-42f2-98ae-12b3d0165ae5,2021-11-28,BRL,793.5141666666666,NA,NA,0,SEM_ENCARGO,NA,0,true,0059678b-3c82-4999-9d59-05419d594122,2021-12-28,BRL,793.5141666666666,NA,NA,0,SEM_ENCARGO,NA,0,true,dc1a130b-196d-476c-ae92-8d1748d735ee,2022-01-28,BRL,793.5141666666666,NA,NA,0,SEM_ENCARGO,NA,0
